Title_URL,Ratings(1-5),Review Heading,Review Body,Date
https://ca.trustpilot.com/users/66eac774f1598388bfb53745,1,shopping cart guy was extremely rude he…,shopping cart guy was extremely rude he almost hit me!  he wouldnt say sorry and dint offer me a cart as i had no change screamed customer service customer service!! I never went in the store it was so bad!!,2024-09-15
https://ca.trustpilot.com/users/66df6142889d95feed64dc1b,1,NEVER EVER again!,"Ordered 2 scrubbing bubbles for shower. Both were damaged at delivery, tops broken/cracked off both and dents, totally unusable. Called customer service for a refund. Customer service told me it was a final sale and no returns permitted to which I responded I wasn't asking to return but for a refund since the product was damaged, unusable and going in the garbage.  Was told this was their policy.  So in essence the customer is liable for any potental damage that may occur during the shipping process. The agent didn't even ask whether replacements could be sent. I'm disgusted that I have to pay for product that was delivered damaged through no fault of my own.  And what poor customer service! Shame, shame on you Walmart!",2024-09-09
https://ca.trustpilot.com/users/5c6bfd5600cc29c702774954,1,Very Poorly Managed Website,"It seems Walmart cares so little about customers that it's flyers often have icons doubling over their ""Zoom In/Out"" feature so it can't be accessed. That leaves an add too small for many people to see, and no option to adjust it. (unless maybe I went and bought a 48 inch monitor or something) I messaged them more than once informing them of their glitch and they seem not to care. (""Halloween"" is the icon covering the zoom in function now and leaving it inaccessible, but it's a mistake they make quite often with various promos)",2024-08-28
https://ca.trustpilot.com/users/65551420e6740200127b7899,1,Zero customer service,"I hate going to Walmart and any supermarket in Canada as they do not help you bag any more and they literally let the client bag every single item. It's hard to keep track of what they charge you on the tiny screen and what you bag. I have come home several times with less items in my shopping bags after paying for it or noticing after the fact that I was charged for a different item than what I bought or sometimes even charged twice. I obviously don't want to go back to Walmart to complain about that just for a few items and I had to take my losses. So, PLEASE train your staff to bag groceries for clients so that we can see what the cashier charges us, especially when you're buying a lot of items and spending over $200 in grocieries.",2024-09-04
https://ca.trustpilot.com/users/66e58d5b22038d9b4a349315,1,Terrible service!!!,Terrible service!!!! I ordered something online and they sent me an email saying it was out of stock so they canceled my order but kept my money though!!!! Unbelievable!!!!,2024-09-09
https://ca.trustpilot.com/users/5fff641b4896da00190d445b,1,I ordered from Walmart for delivery,I ordered from Walmart for delivery. They said there will be a delay on a item. Then 2 weeks later that item never shows up. I speak to a rep who was rude and blind transferred me. They said escalation team would contact me. They would call and hang up as soon as I answer. Causing to call back and wait on hold for hours.  Just to be told I can't do anything to help you. Go to the FedEx and pick the item up. Which is right beside another grocery store. I asked if I wanted to go to the grocery store why would I order my items. They said call FedEx. Horrible service. Don't order from them.,2024-09-18
https://ca.trustpilot.com/users/66bcca16c07736a444146fe3,1,They simply do NOT care,"Order somethings online (food) which WASN'T suposed to be substitutable. 3 times in a row they substitued my order, right before shipping it, without my consent. Since it was a last minute, I couldn't cancel the order. I've contacted the customer service to point out this issue. They asked for a screenshot from my order to show proof that it wasn't supposed to be swap by something else. After escalating it to a supervisor, 2 weeks later, they simply replied a response that wasn't even a solution OR related to this issue. Worst WORST customer service EVER. They simply do NOT care.",2024-08-13
https://ca.trustpilot.com/users/5a7990390000ff000b0e0757,1,Avoid avoid avoid,"Avoid avoid avoid. Bought a refurbished phone from the website on the basis I could pick it up the following day (Tuesday). Only after completing the order did that change to Wednesday. Once Wednesday came, and my account saying the phone had been delivered to the store did I turn up and told although it HAD been delivered I for some reason had to wait until Thursday to pick it up. Once home and speaking to customer service they told me I could in fact pick it up that day (Wednesday). By that time I could not go back to the store again until the following day. Terrible customer experience. Will not be using again. ",2024-08-27
https://ca.trustpilot.com/users/66dd0174889d956013636449,1,I ordered a shelf for a gift that was delivered a week late and only got here because I fought to get it. ,"I ordered a shelf for a gift that was to be delivered on August 28th, it never came. I called twice and was told to wait 24hrs even though tracking said someone else signed for it, and I had reported it missing. No response. Request for manager and they hang up. Two days later after emailing CEO they debit and credit my account as if a replacement is out, but no follow up given. Long weekend passes, I call the delivery company and them everyday to try and get it here.  After the delivery company (FedEx) finally gets in here.  Then they respond saying, did you get it.  Yes, No thanks to you at all! Worst CS ever. Then give me an e-voucher for my next purchase after I tell them to do so, and expect me to trust them not to mess it all up, yet again. What a joke. Go to Amazon, way better resolution. ",2024-08-28
https://ca.trustpilot.com/users/66c76e8a9a0495e36c156c44,1,I ordered online an Ozark tent last…,"I ordered online an Ozark tent last Aug.12, it says that it will arrive on Aug.16.We receive an email that it was shipped already. but after 9 working days we still can’t trace our order.We called the customer care, who said it will take another 3 business days.You should not put a date on your online website on when the item will arrive if you can’t deliver what you promise.Because you’re misleading your customers.I can’t even track my order online.This will be the last time we will order Walmart online.",2024-08-12
https://ca.trustpilot.com/users/580ac2520000ff000a4fe70b,1,NEVER AGAIN,"Placed an order & was to be delivered 2 days later. Order was delivered, but to wrong address ( delivered to same address, but West rather than East) contacted both Walmart & FedEx (delivery company used) both told me that case was escalated. 3 days later somebody else signed into my Walmart account & made a purchase & changed delivery address to their address. Reported this to Walmart & to my financial institution. Recieved a call later that day from delivery driver & told him purchase was fraudulent and NOT to deliver, but to return item to Walmart. Then recieved text from same driver and again told him that it was a fraudulent purchase & to NOT deliver,but to return it to Walmart. Was told okay, no problem, but delivered it anyways. I'm now out almost $400, my bank account has been closed & I cannot even access my own funds & all I am being told by Walmart is that my cases are escalated and all I can do is wait. ",2024-09-02
https://ca.trustpilot.com/users/66d0a99d2a73f938c50820a8,1,I feel I was scammed by walmart!,"I bought 2 items from Walmart My invoice haven't showed me delivery charges aftet placing my order, I was charged delivery that I have not agreed upon! This is the first and last time I will shop walmart online. ",2024-08-26
https://ca.trustpilot.com/users/59767ecb0000ff000ab32e6a,1,I ordered a watch online and was…,"I ordered a watch online and was excited to receive it, but after waiting for four days, I received an email from customer service saying they were out of stock on the watch I had ordered. They offered me a different model as a replacement, but I decided to decline. To my surprise, when I checked Walmart's website, I found the exact same watch available—but at a higher price than what I originally paid.

This experience has been disappointing. Not only was there a delay in letting me know about the stock issue, but it also feels frustrating to see the same product listed elsewhere for more money. I would have appreciated more transparency and faster communication about the stock issue, and it's frustrating to see the same watch available at a higher price elsewhere.",2024-09-03
https://ca.trustpilot.com/users/66d3523a2a73f9291f09cf31,1,Never shopping online through Walmart…,"Never shopping online through Walmart again. I ordered a product through Walmart from a supplier called Geloo. Geloo hired a courier company by the name of eMile express. The driver from eMile express was supposed to deliver to Walmart for a pick up 1 week ago. Driver texts me that he cannot find address. I told him to deliver to the Walmart at that address. Later he tells me he cannot deliver the product because it was closed (it was not). I have never heard back from driver, he will not respond. As well eMile express from Toronto, has a web page, but no contact number or address. I have been trying to get help from Walmart. Walmart keeps telling me they will contact Geloo to contact me. Geloo tells me courier said there was no one home for delivery, although it was supposed to be delivered to Walmart, and I am always home during the day. I inform Geloo, but they keep responding the same way, telling me either to pick up at Walmart or could not deliver and for me to contact courier company. There is no way to contact courier company. Ridiculous and frustrating.",2024-08-05
https://ca.trustpilot.com/users/5ee690a47ab821ae1fddd60c,1,walmart practises reverse…,walmart practises reverse discrimination against WHITE CANADIANS AND THE FIRST PEOPLE OF CANADA. I just left the store in St Catharines I COULD NOT FIND ONE SINGLE WHITE PERSON ANYWHERE!!!!!!!!. The workers DO NOT SPEAK UNDERSTANDABLE ENGLISH!!!!!! THEY CANNOT UNDERSTAND WHAT I AM SAYING TO THEM. THIS IS RACISM!!!!!!!!!!!,2024-07-13
https://ca.trustpilot.com/users/62c5a6e3d1b9a10013f60443,1,Ordered an 8x10 carpet,"Ordered an 8x10 carpet. Arrived two weeks later. Picked up & returned by Loomis. Not as pictured. Finally after many hours on the phone with agents who barely spoke English, I was told their ""team"" (some morons) was waiting word from the carrier, Purolater. Noooo!! Three weeks & one day, my refund arrived. THREE WEEKS???
I repeat, Morons!!!",2024-06-21
https://ca.trustpilot.com/users/66c91bb2bb92bd87cc2cdb7d,1,BUYER BEWARE,"I placed a small order with Walmart online, and they sent me the wrong item. Simple fix, right? Just send me what I actually ordered. Not the case. I contacted support, and the only option they gave me was to return the item myself, with no offer to send the correct product. When I asked if they could send the right one after I returned the wrong item, they told me it wasn't eligible for replacement. This wasn’t an exchange or change of mind—they sent me the wrong thing! It is odd how they made an error, but I’m the one left with the inconvenience? I am perplexed. The idea was to complete a return then place a new order with the same item I ordered and hope the correct one comes. If they handle small orders like this, I’d seriously think twice before placing a larger one. BUYER BEWARE!",2024-08-23
https://ca.trustpilot.com/users/66986dc0e7ebac0410daeb0b,1,Bought a gazebo online,"Bought a gazebo online, got only 1 of the 2 boxes. Have video from Ring camera of guy delivering and taking Pic of the one box. Tried to contact customer service and after a few days of not receiving the other box, started the return process. Chose ""Return to nearest store"" rather than return ship and nearest store made me take box home. Finally the 1 box got picked up and been waiting since June 20 for my $1200 back. 3 chats and 2 phone calls later(tonight was 3 hours on hold before giving up) and still counting. I can't even describe how pathetic the service has been, no number low enough to justify. I want my effing money!! Just going to dispute through my bank, no other choice. ",2024-07-17
https://ca.trustpilot.com/users/5ec162acee8f29e84cd33937,1,I wish I could give a zero,I wish I could give a zero! In my teenage years it was hard for anyone to get hired by Walmart because of their high standards. These days they hire just about anyone I’ve called for an employee 8x the past 31 days none of them understand English he or she would need to call management because one didn’t know why I was asking where the asian food is? Then I don’t leave a review at the til where I paid? Your employee dashes to give 5 stars . Your place doesn’t deserve one star. If weren’t for cheap I doubt anyone would go in,2024-07-21
https://ca.trustpilot.com/users/668c45b073fc6e5ee881068e,1,Order cancelled on an apparent whim.,"I ordered a Meta Quest 3 VR headset that was being offered at a discount if ordered online.  There was no problem processing the order and I was given a delivery date for a couple days.  An hour later, I get a notice from Walmart that the order was cancelled.  No apology, no explanation as to why, though I suspect they choose not to honor the sale price. Can't say that though or you would be able to challenge them on an advertised price.  Extremely poor customer service and a reason I won't shop Walmart again.",2024-07-08
https://ca.trustpilot.com/users/63c86e79c9a77600134ed6a0,1,Absolutely horrible website and…,"Absolutely horrible website and customer service and horrible delivery. Prices sometimes change after you place items in your cart, no details are given on delayed delivery times, minimal tracking information provided, grocery deliveries are extremely slow and sloppy (have waited up to 2hrs after the 2hr window the order was supposed to arrive by) and the CSR’s either leave you on hold or never call you back. I stopped using their groceries service a long time ago. Recently, I attempted to order an item for home delivery a month ago that was supposed to have already arrived. On their website, I have seen the “item out for delivery” stage and sat and waited….it never came. Now, it says “delayed” and “pending” with no explanation. I’ve called and been left on hold. I’ve called and tried to use their call back service…no one ever called me back. I’ve tried their online chat, but never got anyone online. Instead, the queue wait time kept going backwards from an original 20min wait to 45min wait with about 50 customers in line before me. And before I even got to this point, their chatbot sent me in loops with the same questions and asking me for my email at least 5 different times before I could even get to be put in the queue. Finally just submitted a dispute to my credit card company. I give up Walmart. You need to do better! ",2024-08-28
https://ca.trustpilot.com/users/669ed623b650e068789072e4,1,My first and last walmart online…,My first and last walmart online puchase  can anyone deliver what they advertise ..SURE WISH I COULD HAVE LIVED THROUGH 68 YRS OF TELLING STORIES OF HOW GREAT THINGS WERE GOING TO BE.instead I actually  had to make it so,2024-07-22
https://ca.trustpilot.com/users/60eef70bbe8c390012cbf15a,1,Terrible chat response times,"Terrible chat response times. I had to contact walmart.ca for an order placed and promised to be delivered Tuesday. It didn't show and when I finally got through to someone they told me it would now arrive Friday.
It was care parts and I'm leaving town. I would have had them installed this week, but if they show up on Friday I won't have time.
So I contact chat again (another 50 min wait, when it estimated 18 min) This time I want to cancel.
Now they tell me it has arrived at the store (its still tuesday) and they will send me notice to pickup soon.
Maybe tomorrow now ???
So 3 chats sessions 50 min each of wait to accomplish NOTHING.
I will never order from walmart on line again. Horrible service.",2024-08-06
https://ca.trustpilot.com/users/668c449e52a956241a9ea4ab,1,Zero Stars!,"Zero Stars!
Zero customer service!
Small TV Delivery now 5 -days late!
Cannot get any info online or from CR rep.
Just a bunch of “Sorry”s with ZERO action to provide info or resolve issue
My first and LAST time buying from Walmart.
Walmart posts $Billions in profits but does not care about customers.
",2024-07-08
https://ca.trustpilot.com/users/659c7634021e3600120a397a,2,WAY TOO LONG DELIVERY TIME,"Have ordered online x 2 in past month, both orders taking ONE month to arrive.  Need to start ordering stock from places in North America instead of internationally.  Way too long for arrival of an order, will no longer use online serviceCan order from other services with half or less wait time for delivery",2024-03-05
https://ca.trustpilot.com/users/66ad6ffd5610389630e27dc6,1,Walmart. Canada sucks,"I. Received my refund  thank you. I still have a shower taste in my mouth about this whole ordeal. I will always remind myself to never order from Walmart Canada again. I will make sure that my family and friends never purchase a Walmart. Canada, .an expensive lesson and only cost me $217 in shipping fees to get back My $345 for an air conditioner,I purchased that was to big for my window. My bad, but I thought they would at least split the shipping cost with me.I learned that asking questions about return protocalls is a must be for you order from these guys, especially read the fine print .Now that ive  gone to this, I'm hearing horror stories about Walmart Canada, not good..be careful of wut they call buyers remorse😡",2024-08-02
https://ca.trustpilot.com/users/660f79152ed44a0012c23dde,1,Walmart online service is always the…,"Walmart online service is always the worst that we experience.  No matter how patience you try, their so-called customer service only would annoy you.  They neither offer help or resolution. Even their so-called escalation department is the same, they never admitted their wrong-doing whatsoever.  Their payment system is sucks and none of their staffs are qualified of what they are doing.  Basically, they don’t know what they are doing.  They just answered your call and take notes and ended. We will not waste our time on Walmart anymore.  ",2024-03-25
https://ca.trustpilot.com/users/65c708679d46fe0011573ecb,1,Deserves zero star,"Deserves zero star!
Worst customer service ever, they don't return if you trying to return from different location Walmart, will insist you to go to same location n return there.
Sucks !!! Walmart used to be good but not anymore.
No manners or etiquette, they were all talking same language. They think they are still in their own country 😂 LOL",2023-12-22
https://ca.trustpilot.com/users/5c48a76509d3815bc012c675,5,We had our order picked.,We had our order picked up and when I was unpacking the vegetables I didn't notice the broccoli until the next day when I was preparing it! Then I saw it had gone to seed yellow in parts etc. I texted Walmart in Stratford On. and sent a pic of it and the next couple of days they refunded me the price! I know it was only $1.97  Why I gave them 5Stars! Is for the way they dealt with it. Very good customer service.,2024-08-16
https://ca.trustpilot.com/users/65fcaed2793ddc00129b89ec,1,Walmart: Pigs of America,"Walmart is the biggest American corporate piece of crap store to ever exist. And thanks to the greedy captialist thinking they have they've polluted the world with their disease like COVID by expanding into many other countries. One, they killed local family owned businesses. Two, they are the American HQ store to sell Made in China products. Three, you can't even price match with them with the app because they hate competition. And four, one of the richest companies in the world and yet they offer most of their own employees part time jobs with no benefits

Save Better Live Better my A**",2024-03-19
https://ca.trustpilot.com/users/66c387155635e92bffe02061,1,Purchased a Walmart gift card for a…,Purchased a Walmart gift card for a gift for my brother's birthday.  When he used it in store they said there was no money on it. So we called the number on the back of the card they said they couldn't help us and gave us another number.  So we called that number they could not help us and asked us to go into the store where we bought it. The manager couldn't help us either he called head office up and couldn't help us. The manager printed out the transaction of where the card was used and it was used the next day . Like how can that be possible when we gave ot to my brother a week later. It's so obvious that the gift card was fraud.  Gift cards should be sold behind the counter. I've heard of many stories similar to ours. Never ever buying gift cards again.  So disappointed in Walmart for not helping us. The manager was helpful but could not do anything a manager should have the authority to help with situations like this,2024-07-08
https://ca.trustpilot.com/users/665e01df9e5419e4cf7cc4bd,1,"Poor customer service, process","Ordered cat litter, tracked it, said order damaged in transit.  2 days later received an email from Walmart asking to hang tight, order will be delivered on May 27. Did not receive.  Spoke to customer service who said he will expedite the process.  Called back today and was told my ordered was cancelled by the vendor yesterday with no notication to me from Walmart with whom I placed the order. I should be the person to cancel the order not the vendor.  Vendor should have replaced the damaged product to the waiting customer.  Agent said I have to reorder although my refund isn't processed as yet.",2024-06-03
https://ca.trustpilot.com/users/60e4d3e969b57a00114b1e30,1,I placed an online order for delivery…,"I placed an online order for delivery to my home, they shipped it to the store. At this point no one from Walmart will help you, they told me to go to the store and pick it up, I can't lift it. I told them to cancel the order, they said they can't cancel it, it will be returned to the factory after 5 days. They will credit my CC a couple days later.  We sat on hold for 10 minutes for manager, no one picked up the phone. Walmart needs to undersatnd what customer service means!!",2024-08-07
https://ca.trustpilot.com/users/66a9030476ae2b1f2fb4fd50,1,Walmart problems responsible for no cancellation.Unable to Went online July 29,"After placing an on-line order for $1,000 plus auto pool cleaner, more browsing on the link triggered an impulse buy of a $500 plus refurbished desktop computer. Upon leaving site, I realized what I'd done and immediately tried to cancel order, but couldn't due to constant lack of access to Walmart customer service or chat !  I ended up spending 3 or 4 hours on line trying to get help, but all avenues were rejections and closed doors !  Even many attempts to contact the named  computer selling company were met with a ""Sorry technical issues"" error message, so the whole experience was a frustrating nightmare. ",2024-07-29
https://ca.trustpilot.com/users/66a6eefea37a57140ca65ceb,1,Quite pathetic the largest retailer in…,Quite pathetic the largest retailer in the world has such a poor rating but you know they don't really care do they . Why would they ?They have already forced all their competition out of business and there is not a lot of options    I live across from one and am in there every day and today was buying  a child's backpack for my grandson . They maybe thought I was ripping them off as they wanted to inspect it . Theft is so rampant in their stores they are looking at getting rid of the self check outs and who do they have for security ? Teenage kids and challenged people on the front entrance working for minimum wage  . Don't get me wrong I help people like that  all the time but if you are bleeding money as a business you hire people experienced in security not the local teenagers or challenged people. Hard to believe they have such a silly business model .      ,2024-07-28
https://ca.trustpilot.com/users/6645009bfef73d3e44892129,1,Terrible experience,"Terrible experience. Ordered patio dinning set online delivery to my home. Received only chairs, table is missing. Walmart informed me either to return chairs or ... contact manufacturer!!! Order sold and fulfill by Walmart. So if I buy eggs in the store and one is missing, I have to contact farmer??? Ridiculous ",2024-04-29
https://ca.trustpilot.com/users/66c2030740e8cdaa484090a5,5,Great customer service,"I was at 165 North Queen in Etobicoke a few days ago. The staff at the photo center was very helpful and kind helping me to do photo books. I want to mention Kunal and Krupali , they have great customer service skills.",2024-08-17
https://ca.trustpilot.com/users/58ff9cf70000ff000a910eff,1,What a terrible store,"What a terrible store, canceled my $200 order for 2 esso gift cards paid with Klarna. Guess they weren't making enough profit off it because it's not there merchandise. Never shopping at Walmart again. Neither is my family. Hope the worst for all the immigrants running this once good store into the ground. Hope the worst for walmart and all involved with this company.",2024-05-12
https://ca.trustpilot.com/users/669524211376508a481a6653,1,Walmart Canada 2024,Stopped into Walmart Fergus on July 14 about 8 pm to do some shopping when I went to pay there was no cash registers open only self check out. Asked the manger if she could open one and was told to use self check as if I worked for her. Left my cart half full for her to put back. Will not be shopping there again because of the poor service. Maybe 6 workers in the store walking around doing nothing.,2024-07-14
https://ca.trustpilot.com/users/6586ee054a7ca40013f624cd,1,I had a pick up for online purchase,"I had a pick up for online purchase, after spending 2 hrs. The employees at the online pick up spot are so ill mannered without any customer service training. The HR employing them should be fired too. Because if they had done due diligence they won’t employ rude and unprofessional associates gradually destroying the Walmart brand. I do pick ups at presidents Zeers too. This has been a constant thing.",2023-12-23
https://ca.trustpilot.com/users/667858995f04c55018c40e41,1,I ordered groceries,I ordered groceries. It was over two hundred dollars over ninety dollars of  Groceries were  missing.  First lady i talked  told me i was saying my address wrong .  They told me I would be getting Refund And then I got emailed saying I'm refund was canceled. ,2024-06-20
https://ca.trustpilot.com/users/6611b347f9cd05001233b2c5,1,Placed order on line with Walmart.ca,"Placed order on line with Walmart.ca.  Nightmare.  Product showed price of $39.99 when placing order, however 1/2 day later price was $19.99.    Because, YARDLAND  is a third party seller through Walmart, Walmart will not honour the discounted price.  Also Yardland have not contacted regarding the pricing and they have REMOVED THE SKU # from the Walmart site!!!     ****   BEWARE  OF  ALL  ONLINE PURCHASES WITH WALMART    and   PRODUCTS BY YARDLAND.   ",2024-04-01
https://ca.trustpilot.com/users/642de4b95a9d3e0013f65a95,1,I placed an online order with Walmart…,"I placed an online order with Walmart Canada for a TV table. A few weeks later I received an email from Walmart saying they had sent my order to someone at the other side of Canada. I called customer service and told them about the mistake. They would not consider that they could have made a mistake and insisted that i had asked them to send it to this other person. They completely refused to rectify their mistake, even after speaking with the manager. I felt really abused and upset being called a liar by such a big company. I felt that they Knew they were all powerful in comparison to one little 80 year old lady, who could do nothing about it and  was losing precious money from her pension with no fairness or compassion. I remain very disillusioned with them.",2024-07-09
https://ca.trustpilot.com/users/561e439f0000ff0001e2ed3c,1,Worst after sale service ever! If there is a defect or missing parts you are on your own,"I bought 2 patio sets, 4 large boxes weighting over 200lb were delivered (impossible for me buy them without home delivery) - the delivery guy just dropped them in front of my garage door in the rain, no ringing - this apparently is very common with Walmart - not a good sign! I chose a model that requires minimal assembly as many buyers complain of poorly fitting parts. The bolts needed to affix legs to all the items were missing. I called Customer support and their answer: return the boxes. They would not send me the missing bolts which weight 200g, or give me a credit so that I could buy them at a hardware store. This is insane! A $1,000 purchase weighting 200lb and I'm supposed to bring it back to a store because they can't send me missing bolts - Who runs a business this way? Obviously I had to go buy bolts, $40 extra - I'm never buying here again!",2024-06-24
https://ca.trustpilot.com/users/664f871aa38c0a4f5f82cc8e,2,Speak english,"There were many staff standing by returns.talking to each other.Only one serving 8 people in line. All the employees were talking in their native tongue and sending texts. Talking to customers that understood their language.
One isn’t it a rule to speak English at work and be off cell phone. I was not impressed",2024-06-23
https://ca.trustpilot.com/users/66612e3356bff47bd7bdc7c7,1,Walmart sends wrong items ordered online.,"I ordered a doll online, Walmart sent a different doll, the one that was about $10 dollars cheaper than the one I have ordered. When called them, was told that I have no online account with them. When tried to write what happened in the review of the item, Walmart rejected my review. The rejection reason was - my review was inappropriate.
",2024-05-27
