Title_URL,Ratings(1-5),Date,Cleaned Review Heading,Cleaned Review Body,Heading Pos,Heading Neu,Heading Neg,Heading Compound,Body Pos,Body Neu,Body Neg,Body Compound
https://ca.trustpilot.com/users/60f1a5edecdfe500112131ab,1,2024-08-01,area cambridge ontario,area cambridge ontario walmart store worst customer service big box store ever frequented called customer service people dont speak understand simple english staff store chat loud language asked help part couldnt understand needed didnt much try looked store looking someone could understand found one racist indian manager friends mine former walmart customers believe races obvious prejudice,0.0,1.0,0.0,0.0,0.085,0.748,0.167,-0.765
https://ca.trustpilot.com/users/66eac774f1598388bfb53745,1,2024-09-15,shopping cart guy extremely rude,shopping cart guy extremely rude almost hit wouldnt say sorry dint offer cart change screamed customer service customer service never went store bad,0.0,0.548,0.452,-0.5095,0.142,0.663,0.195,-0.3655
https://ca.trustpilot.com/users/66df6142889d95feed64dc1b,1,2024-09-09,never ever,ordered 2 scrubbing bubbles shower damaged delivery tops brokencracked dents totally unusable called customer service refund customer service told final sale returns permitted responded wasnt asking return refund since product damaged unusable going garbage told policy essence customer liable potental damage may occur shipping process agent didnt even ask whether replacements could sent im disgusted pay product delivered damaged fault poor customer service shame shame walmart,0.0,1.0,0.0,0.0,0.038,0.632,0.33,-0.9732
https://ca.trustpilot.com/users/5c6bfd5600cc29c702774954,1,2024-08-28,poorly managed website,seems walmart cares little customers flyers often icons doubling zoom inout feature cant accessed leaves add small many people see option adjust unless maybe went bought 48 inch monitor something messaged informing glitch seem care halloween icon covering zoom function leaving inaccessible mistake make quite often various promos,0.0,1.0,0.0,0.0,0.116,0.84,0.045,0.5859
https://ca.trustpilot.com/users/65551420e6740200127b7899,1,2024-09-04,zero customer service,hate going walmart supermarket canada help bag literally let client bag every single item hard keep track charge tiny screen bag come home several times less items shopping bags paying noticing fact charged different item bought sometimes even charged twice obviously dont want go back walmart complain items take losses please train staff bag groceries clients see cashier charges us especially youre buying lot items spending 200 grocieries,0.0,1.0,0.0,0.0,0.062,0.723,0.215,-0.849
https://ca.trustpilot.com/users/66e58d5b22038d9b4a349315,1,2024-09-09,terrible service,terrible service ordered something online sent email saying stock canceled order kept money though unbelievable,0.0,0.244,0.756,-0.4767,0.101,0.726,0.173,-0.3182
https://ca.trustpilot.com/users/5fff641b4896da00190d445b,1,2024-09-18,ordered walmart delivery,ordered walmart delivery said delay item 2 weeks later item never shows speak rep rude blind transferred said escalation team would contact would call hang soon answer causing call back wait hold hours told cant anything help go fedex pick item right beside another grocery store asked wanted go grocery store would order items said call fedex horrible service dont order,0.0,1.0,0.0,0.0,0.0,0.803,0.197,-0.9146
https://ca.trustpilot.com/users/66bcca16c07736a444146fe3,1,2024-08-13,simply care,order somethings online food wasnt suposed substitutable 3 times row substitued order right shipping without consent since last minute couldnt cancel order ive contacted customer service point issue asked screenshot order show proof wasnt supposed swap something else escalating supervisor 2 weeks later simply replied response wasnt even solution related issue worst worst customer service ever simply care,0.762,0.238,0.0,0.4939,0.072,0.756,0.172,-0.7838
https://ca.trustpilot.com/users/5a7990390000ff000b0e0757,1,2024-08-27,avoid avoid avoid,avoid avoid avoid bought refurbished phone website basis could pick following day tuesday completing order change wednesday wednesday came account saying phone delivered store turn told although delivered reason wait thursday pick home speaking customer service told could fact pick day wednesday time could go back store following day terrible customer experience using,0.0,0.0,1.0,-0.6808,0.0,0.835,0.165,-0.8271
https://ca.trustpilot.com/users/66dd0174889d956013636449,1,2024-08-28,ordered shelf gift delivered week late got fought get,ordered shelf gift delivered august 28th never came called twice told wait 24hrs even though tracking said someone else signed reported missing response request manager hang two days later emailing ceo debit credit account replacement follow given long weekend passes call delivery company everyday try get delivery company fedex finally gets respond saying get yes thanks worst cs ever give evoucher next purchase tell expect trust mess yet joke go amazon way better resolution,0.238,0.574,0.189,0.1531,0.228,0.677,0.095,0.886
https://ca.trustpilot.com/users/66c76e8a9a0495e36c156c44,1,2024-08-12,ordered online ozark tent last,ordered online ozark tent last aug12 says arrive aug16we receive email shipped already 9 working days still cant trace orderwe called customer care said take another 3 business daysyou put date online website item arrive cant deliver promisebecause youre misleading customersi cant even track order onlinethis last time order walmart online,0.0,1.0,0.0,0.0,0.058,0.893,0.049,0.128
https://ca.trustpilot.com/users/580ac2520000ff000a4fe70b,1,2024-09-02,never,placed order delivered 2 days later order delivered wrong address delivered address west rather east contacted walmart fedex delivery company used told case escalated 3 days later somebody else signed walmart account made purchase changed delivery address address reported walmart financial institution recieved call later day delivery driver told purchase fraudulent deliver return item walmart recieved text driver told fraudulent purchase deliverbut return walmart told okay problem delivered anyways im almost 400 bank account closed cannot even access funds told walmart cases escalated wait,0.0,1.0,0.0,0.0,0.02,0.849,0.131,-0.8834
https://ca.trustpilot.com/users/66d0a99d2a73f938c50820a8,1,2024-08-26,feel scammed walmart,bought 2 items walmart invoice havent showed delivery charges aftet placing order charged delivery agreed upon first last time shop walmart online,0.0,1.0,0.0,0.0,0.158,0.769,0.073,0.2764
https://ca.trustpilot.com/users/59767ecb0000ff000ab32e6a,1,2024-09-03,ordered watch online,ordered watch online excited receive waiting four days received email customer service saying stock watch ordered offered different model replacement decided decline surprise checked walmarts website found exact watch availablebut higher price originally paid experience disappointing delay letting know stock issue also feels frustrating see product listed elsewhere money would appreciated transparency faster communication stock issue frustrating see watch available higher price elsewhere,0.0,1.0,0.0,0.0,0.104,0.746,0.15,-0.5423
https://ca.trustpilot.com/users/66d3523a2a73f9291f09cf31,1,2024-08-05,never shopping online walmart,never shopping online walmart ordered product walmart supplier called geloo geloo hired courier company name emile express driver emile express supposed deliver walmart pick 1 week ago driver texts cannot find address told deliver walmart address later tells cannot deliver product closed never heard back driver respond well emile express toronto web page contact number address trying get help walmart walmart keeps telling contact geloo contact geloo tells courier said one home delivery although supposed delivered walmart always home day inform geloo keep responding way telling either pick walmart could deliver contact courier company way contact courier company ridiculous frustrating,0.0,1.0,0.0,0.0,0.057,0.892,0.051,-0.0772
https://ca.trustpilot.com/users/5ee690a47ab821ae1fddd60c,1,2024-07-13,walmart practises reverse,walmart practises reverse discrimination white canadians first people canada left store st catharines could find one single white person anywhere workers speak understandable english cannot understand saying racism,0.0,1.0,0.0,0.0,0.109,0.891,0.0,0.5096
https://ca.trustpilot.com/users/62c5a6e3d1b9a10013f60443,1,2024-06-21,ordered 8x10 carpet,ordered 8x10 carpet arrived two weeks later picked returned loomis pictured finally many hours phone agents barely spoke english told team morons waiting word carrier purolater noooo three weeks one day refund arrived three weeks repeat morons,0.0,1.0,0.0,0.0,0.0,0.884,0.116,-0.5574
https://ca.trustpilot.com/users/66c91bb2bb92bd87cc2cdb7d,1,2024-08-23,buyer beware,placed small order walmart online sent wrong item simple fix right send actually ordered case contacted support option gave return item offer send correct product asked could send right one returned wrong item told wasnt eligible replacement wasnt exchange change mindthey sent wrong thing odd made error im one left inconvenience perplexed idea complete return place new order item ordered hope correct one comes handle small orders like id seriously think twice placing larger one buyer beware,0.0,1.0,0.0,0.0,0.085,0.695,0.219,-0.8934
https://ca.trustpilot.com/users/66986dc0e7ebac0410daeb0b,1,2024-07-17,bought gazebo online,bought gazebo online got 1 2 boxes video ring camera guy delivering taking pic one box tried contact customer service days receiving box started return process chose return nearest store rather return ship nearest store made take box home finally 1 box got picked waiting since june 20 1200 back 3 chats 2 phone calls latertonight 3 hours hold giving still counting cant even describe pathetic service number low enough justify want effing money going dispute bank choice,0.0,1.0,0.0,0.0,0.094,0.846,0.06,0.2345
https://ca.trustpilot.com/users/5ec162acee8f29e84cd33937,1,2024-07-21,wish could give zero,wish could give zero teenage years hard anyone get hired walmart high standards days hire anyone ive called employee 8x past 31 days none understand english would need call management one didnt know asking asian food dont leave review til paid employee dashes give 5 stars place doesnt deserve one star werent cheap doubt anyone would go,0.474,0.526,0.0,0.4019,0.099,0.878,0.023,0.5511
https://ca.trustpilot.com/users/668c45b073fc6e5ee881068e,1,2024-07-08,order cancelled apparent whim,ordered meta quest 3 vr headset offered discount ordered online problem processing order given delivery date couple days hour later get notice walmart order cancelled apology explanation though suspect choose honor sale price cant say though would able challenge advertised price extremely poor customer service reason wont shop walmart,0.0,0.6,0.4,-0.25,0.098,0.724,0.177,-0.6801
https://ca.trustpilot.com/users/63c86e79c9a77600134ed6a0,1,2024-08-28,absolutely horrible website,absolutely horrible website customer service horrible delivery prices sometimes change place items cart details given delayed delivery times minimal tracking information provided grocery deliveries extremely slow sloppy waited 2hrs 2hr window order supposed arrive csrs either leave hold never call back stopped using groceries service long time ago recently attempted order item home delivery month ago supposed already arrived website seen item delivery stage sat waitedit never came says delayed pending explanation ive called left hold ive called tried use call back serviceno one ever called back ive tried online chat never got anyone online instead queue wait time kept going backwards original 20min wait 45min wait 50 customers line even got point chatbot sent loops questions asking email least 5 different times could even get put queue finally submitted dispute credit card company give walmart need better,0.0,0.345,0.655,-0.5849,0.073,0.841,0.086,-0.4517
https://ca.trustpilot.com/users/669ed623b650e068789072e4,1,2024-07-22,first last walmart online,first last walmart online puchase anyone deliver advertise sure wish could lived 68 yrs telling stories great things going beinstead actually make,0.0,1.0,0.0,0.0,0.324,0.676,0.0,0.8442
https://ca.trustpilot.com/users/60eef70bbe8c390012cbf15a,1,2024-08-06,terrible chat response times,terrible chat response times contact walmartca order placed promised delivered tuesday didnt show finally got someone told would arrive friday care parts im leaving town would installed week show friday wont time contact chat another 50 min wait estimated 18 min time want cancel tell arrived store still tuesday send notice pickup soon maybe tomorrow 3 chats sessions 50 min wait accomplish nothing never order walmart line horrible service,0.0,0.492,0.508,-0.4767,0.122,0.771,0.107,0.0516
https://ca.trustpilot.com/users/668c449e52a956241a9ea4ab,1,2024-07-08,zero stars,zero stars zero customer service small tv delivery 5 days late cannot get info online cr rep bunch sorrys zero action provide info resolve issue first last time buying walmart walmart posts billions profits care customers,0.0,1.0,0.0,0.0,0.209,0.791,0.0,0.8271
https://ca.trustpilot.com/users/659c7634021e3600120a397a,2,2024-03-05,way long delivery time,ordered online x 2 past month orders taking one month arrive need start ordering stock places north america instead internationally way long arrival order longer use online servicecan order services half less wait time delivery,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
https://ca.trustpilot.com/users/66ad6ffd5610389630e27dc6,1,2024-08-02,walmart canada sucks,received refund thank still shower taste mouth whole ordeal always remind never order walmart canada make sure family friends never purchase walmart canada expensive lesson cost 217 shipping fees get back 345 air conditioneri purchased big window bad thought would least split shipping cost mei learned asking questions return protocalls must order guys especially read fine print ive gone im hearing horror stories walmart canada goodbe careful wut call buyers remorse,0.0,0.444,0.556,-0.3612,0.138,0.751,0.111,0.0717
https://ca.trustpilot.com/users/660f79152ed44a0012c23dde,1,2024-03-25,walmart online service always,walmart online service always worst experience matter patience try socalled customer service would annoy neither offer help resolution even socalled escalation department never admitted wrongdoing whatsoever payment system sucks none staffs qualified basically dont know answered call take notes ended waste time walmart anymore,0.0,1.0,0.0,0.0,0.02,0.686,0.294,-0.9294
https://ca.trustpilot.com/users/65c708679d46fe0011573ecb,1,2023-12-22,deserves zero star,deserves zero star worst customer service ever dont return trying return different location walmart insist go location n return sucks walmart used good anymore manners etiquette talking language think still country lol,0.0,1.0,0.0,0.0,0.141,0.695,0.164,-0.2263
https://ca.trustpilot.com/users/5c48a76509d3815bc012c675,5,2024-08-16,order picked,order picked unpacking vegetables didnt notice broccoli next day preparing saw gone seed yellow parts etc texted walmart stratford sent pic next couple days refunded price know 197 gave 5stars way dealt good customer service,0.0,1.0,0.0,0.0,0.079,0.921,0.0,0.4404
https://ca.trustpilot.com/users/65fcaed2793ddc00129b89ec,1,2024-03-19,walmart pigs america,walmart biggest american corporate piece crap store ever exist thanks greedy captialist thinking theyve polluted world disease like covid expanding many countries one killed local family owned businesses two american hq store sell made china products three cant even price match app hate competition four one richest companies world yet offer employees part time jobs benefits save better live better,0.0,1.0,0.0,0.0,0.241,0.568,0.191,0.5106
https://ca.trustpilot.com/users/66c387155635e92bffe02061,1,2024-07-08,purchased walmart gift card,purchased walmart gift card gift brothers birthday used store said money called number back card said couldnt help us gave us another number called number could help us asked us go store bought manager couldnt help us either called head office couldnt help us manager printed transaction card used used next day like possible gave ot brother week later obvious gift card fraud gift cards sold behind counter ive heard many stories similar never ever buying gift cards disappointed walmart helping us manager helpful could anything manager authority help situations like,0.492,0.508,0.0,0.4404,0.27,0.595,0.135,0.9026
https://ca.trustpilot.com/users/665e01df9e5419e4cf7cc4bd,1,2024-06-03,poor customer service process,ordered cat litter tracked said order damaged transit 2 days later received email walmart asking hang tight order delivered may 27 receive spoke customer service said expedite process called back today told ordered cancelled vendor yesterday notication walmart placed order person cancel order vendor vendor replaced damaged product waiting customer agent said reorder although refund isnt processed yet,0.0,0.492,0.508,-0.4767,0.0,0.846,0.154,-0.8316
https://ca.trustpilot.com/users/60e4d3e969b57a00114b1e30,1,2024-08-07,placed online order delivery,placed online order delivery home shipped store point one walmart help told go store pick cant lift told cancel order said cant cancel returned factory 5 days credit cc couple days later sat hold 10 minutes manager one picked phone walmart needs undersatnd customer service means,0.0,1.0,0.0,0.0,0.173,0.827,0.0,0.777
https://ca.trustpilot.com/users/66a9030476ae2b1f2fb4fd50,1,2024-07-29,walmart problems responsible cancellationunable went online july 29,placing online order 1000 plus auto pool cleaner browsing link triggered impulse buy 500 plus refurbished desktop computer upon leaving site realized id done immediately tried cancel order couldnt due constant lack access walmart customer service chat ended spending 3 4 hours line trying get help avenues rejections closed doors even many attempts contact named computer selling company met sorry technical issues error message whole experience frustrating nightmare,0.209,0.545,0.245,-0.1027,0.081,0.766,0.153,-0.6846
https://ca.trustpilot.com/users/66a6eefea37a57140ca65ceb,1,2024-07-28,quite pathetic largest retailer,quite pathetic largest retailer world poor rating know dont really care would already forced competition business lot options live across one every day today buying childs backpack grandson maybe thought ripping wanted inspect theft rampant stores looking getting rid self check outs security teenage kids challenged people front entrance working minimum wage dont get wrong help people like time bleeding money business hire people experienced security local teenagers challenged people hard believe silly business model,0.0,0.429,0.571,-0.6115,0.119,0.671,0.21,-0.8147
https://ca.trustpilot.com/users/6645009bfef73d3e44892129,1,2024-04-29,terrible experience,terrible experience ordered patio dinning set online delivery home received chairs table missing walmart informed either return chairs contact manufacturer order sold fulfill walmart buy eggs store one missing contact farmer ridiculous,0.0,0.244,0.756,-0.4767,0.073,0.677,0.251,-0.7269
https://ca.trustpilot.com/users/66c2030740e8cdaa484090a5,5,2024-08-17,great customer service,165 north queen etobicoke days ago staff photo center helpful kind helping photo books want mention kunal krupali great customer service skills,0.672,0.328,0.0,0.6249,0.448,0.552,0.0,0.9153
https://ca.trustpilot.com/users/58ff9cf70000ff000a910eff,1,2024-05-12,terrible store,terrible store canceled 200 order 2 esso gift cards paid klarna guess werent making enough profit merchandise never shopping walmart neither family hope worst immigrants running good store ground hope worst walmart involved company,0.0,0.244,0.756,-0.4767,0.24,0.52,0.24,-0.0046
https://ca.trustpilot.com/users/669524211376508a481a6653,1,2024-07-14,walmart canada 2024,stopped walmart fergus july 14 8 pm shopping went pay cash registers open self check asked manger could open one told use self check worked left cart half full put back shopping poor service maybe 6 workers store walking around nothing,0.0,1.0,0.0,0.0,0.0,0.856,0.144,-0.6597
https://ca.trustpilot.com/users/6586ee054a7ca40013f624cd,1,2023-12-23,pick online purchase,pick online purchase spending 2 hrs employees online pick spot ill mannered without customer service training hr employing fired done due diligence wont employ rude unprofessional associates gradually destroying walmart brand pick ups presidents zeers constant thing,0.0,1.0,0.0,0.0,0.11,0.678,0.212,-0.702
https://ca.trustpilot.com/users/667858995f04c55018c40e41,1,2024-06-20,ordered groceries,ordered groceries two hundred dollars ninety dollars groceries missing first lady talked told saying address wrong told would getting refund got emailed saying im refund canceled,0.0,1.0,0.0,0.0,0.0,0.819,0.181,-0.6486
https://ca.trustpilot.com/users/6611b347f9cd05001233b2c5,1,2024-04-01,placed order line walmartca,placed order line walmartca nightmare product showed price 3999 placing order however 12 day later price 1999 yardland third party seller walmart walmart honour discounted price also yardland contacted regarding pricing removed sku walmart site beware online purchases walmart products yardland,0.0,1.0,0.0,0.0,0.167,0.833,0.0,0.765
https://ca.trustpilot.com/users/642de4b95a9d3e0013f65a95,1,2024-07-09,placed online order walmart,placed online order walmart canada tv table weeks later received email walmart saying sent order someone side canada called customer service told mistake would consider could made mistake insisted asked send person completely refused rectify mistake even speaking manager felt really abused upset called liar big company felt knew powerful comparison one little 80 year old lady could nothing losing precious money pension fairness compassion remain disillusioned,0.0,1.0,0.0,0.0,0.09,0.621,0.289,-0.9489
https://ca.trustpilot.com/users/561e439f0000ff0001e2ed3c,1,2024-06-24,worst sale service ever defect missing parts,bought 2 patio sets 4 large boxes weighting 200lb delivered impossible buy without home delivery delivery guy dropped front garage door rain ringing apparently common walmart good sign chose model requires minimal assembly many buyers complain poorly fitting parts bolts needed affix legs items missing called customer support answer return boxes would send missing bolts weight 200g give credit could buy hardware store insane 1000 purchase weighting 200lb im supposed bring back store cant send missing bolts runs business way obviously go buy bolts 40 extra im never buying,0.0,0.315,0.685,-0.8271,0.1,0.804,0.095,0.125
https://ca.trustpilot.com/users/664f871aa38c0a4f5f82cc8e,2,2024-06-23,speak english,many staff standing returnstalking otheronly one serving 8 people line employees talking native tongue sending texts talking customers understood language one isnt rule speak english work cell phone impressed,0.0,1.0,0.0,0.0,0.1,0.9,0.0,0.4767
https://ca.trustpilot.com/users/66612e3356bff47bd7bdc7c7,1,2024-05-27,walmart sends wrong items ordered online,ordered doll online walmart sent different doll one 10 dollars cheaper one ordered called told online account tried write happened review item walmart rejected review rejection reason review inappropriate,0.0,0.617,0.383,-0.4767,0.0,0.799,0.201,-0.7783
https://ca.trustpilot.com/users/5c07fcb26710d508bc6bdef5,1,2024-06-10,honest company,returned ebike confirmation delivery walmart warehouse brampton ont may 30 2024 numerous chats told expect refund within 5 7 business days tomorrow 9th day today chat agent asked send copy delivery confirmation even gave bill number transport company tracking site seems want stall long enough finally give problem dont bike 120000 money shame walmart dishonest company policy tell story whoever plans shop walmart,0.767,0.233,0.0,0.5106,0.037,0.804,0.159,-0.8658
https://ca.trustpilot.com/users/66281f90e8a9ff001154ff87,4,2024-04-21,great customer service,woman customer service orangeville went way help advised contact onncomputer solve problem broken tablet screen onn responded quickly efficiently set steps resolve issue service experiences helpful,0.672,0.328,0.0,0.6249,0.337,0.508,0.155,0.7003
https://ca.trustpilot.com/users/5f897e07cacd0a001a06fb4e,1,2023-12-29,swear 1 star much,swear 1 star much company substitute items even though checked absolutely substitute got 3 items sold 6 instead got one called customer service person rude wanted paid wouldnt online groceries shopping anymore worth hassle absolutely disgusted attitude never ever,0.0,0.714,0.286,-0.0516,0.042,0.781,0.176,-0.7178
https://ca.trustpilot.com/users/623ee4610ef16c00122fc6b5,1,2023-12-21,boycott walmart,wallmart far worst place shop online many items missing nasty delivery drivers argued arrive dispute store employees best avoid youlooking around stores least winnipeg like chickens running nothing unsure store policies longer shop wallmart stressful shopping online,0.0,0.303,0.697,-0.3182,0.151,0.482,0.368,-0.9034
https://ca.trustpilot.com/users/60491d0a88616b0019411dba,1,2024-06-19,bought costway window conditioner,bought costway window conditioner walmart 11 months ago warranty bought costway direct 1 year bought walmart warranty 90 days buy appliance walmart buy direct supplier ripp fc,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
https://ca.trustpilot.com/users/5c94ea4356048344016dce12,1,2024-03-16,order candeled reason horrible customer service,horrible customer service placed order granddaughter birthday present delivered four days hence order accepted two hours later got notice order cancelled reason given called customer service usual challenges press 1 holds spoke human human useless didnt know cause cancellation could restore order offered someone call us back within 72 hours abandoned order took business competent customer friendly company,0.0,0.588,0.412,-0.5423,0.155,0.686,0.158,-0.296
https://ca.trustpilot.com/users/66d08b3198ae9a0331b1e56a,4,2024-08-22,always works order,online shopping always good prices affordable always get items said delivery date find top notch made 9 orders everything went good complaints good job walmart,0.0,1.0,0.0,0.0,0.316,0.602,0.081,0.7783
https://ca.trustpilot.com/users/62d188007108ff001396bb06,1,2024-04-22,deeply annoyed walmart online experience,deeply annoyed service basically every way website date latest purchases basically always arrive missing items paid debit refund takes practically week made delivery people terrible people kind wait come pick purchase even one left sidewalk today purchase made via instacart attendant terrible rude shop every week always get bored supposed convenience turned source stress,0.0,0.58,0.42,-0.4391,0.05,0.671,0.28,-0.9299
https://ca.trustpilot.com/users/65d57205a23caa001207ecdb,2,2024-02-19,nightmare ordering grocery delivery walmart,walmarts grocery products good quality hoping groceries delivered road total frustration every time place order told experiencing technical difficulties try process last hours want change something prior delivery must cancel order start worth effort,0.0,1.0,0.0,0.0,0.205,0.621,0.175,0.079
https://ca.trustpilot.com/users/66856363836f3a4211d9608f,2,2024-07-02,cleanliness selfcheck,675 upper james st hamilton ont location last evening july 2 used selfcheckout walmart prefers found area dirty tray put scanned items thilthy garbage spilled items tried bag items without putting tray observed 3 employees standing around chatting main responsibility point checkout tell customer available asked minutes clean self check station looked like insane went customer service desk input cared complaint file idea direct first time future drive way go different location,0.0,1.0,0.0,0.0,0.098,0.807,0.095,0.0516
https://ca.trustpilot.com/users/665dd513310ea422272c0ded,1,2024-06-03,house bound,house bound order groceries online well sure learned something today last order got gotten set pots pans order unpacked discovered bent talking walmart today cant get refund unless sent walmart canada back store ordering walmart anything beside groceries dont order anything u could get stuck like pots pans 5797,0.0,1.0,0.0,0.0,0.128,0.835,0.037,0.5994
https://ca.trustpilot.com/users/64ef7643a0e14f0011b23f81,1,2023-12-01,totally gobsmacked walmartca,totally gobsmacked walmartca dismally low lack organization yarn departments live small town lack regular restock terrible variety atrocious check youtube crochet knit channels well facebook messing missing popular hobby even go us walmart buy yarn mainstay yarns rare canada situation prevalent almost canadian walmarts please hire someone knows understands yarns knowledge crocheting knitting,0.0,1.0,0.0,0.0,0.108,0.704,0.188,-0.6204
https://ca.trustpilot.com/users/64e5809756ea1c0012c92add,1,2024-06-05,robbed walmart,went buy subwoofer seller walmartrecieved fake tracking number theres way cancel order 30 minslike dispute chargesthank god used paypal,0.0,1.0,0.0,0.0,0.135,0.556,0.31,-0.6597
https://ca.trustpilot.com/users/61e7fd589637ea0012d6040e,1,2024-07-16,cancelled 3 online,cancelled 3 online orders always short stck wrote 4 times reply,0.0,0.5,0.5,-0.25,0.0,0.833,0.167,-0.25
https://ca.trustpilot.com/users/640a44719f110c0016f764f3,1,2024-08-11,zero stars,zero stars customer service doesnt speak english doesnt seem even know job wanted return ac unit order number came back non existent tried explain calling kept repeating random irrelevant things like received 14th still refund period state million times eventually escalated sent loomis pick record received may 400 aside website claims shampooer ordered delayedi got week ago also says isnt eligible return read return policy carefully additionally today received order made disposable gloves sell 10010 store never medium stock ordered online whole month later get tiny pack trashy glovesnot ordered shown various images like food gloves use subwaybut worse quality buy 500 subway quality 10 use 100 pack charged 25 false advertising terrible customer support electronic failures absolutely order walmart online regret,0.0,1.0,0.0,0.0,0.077,0.822,0.101,-0.6486
